customer_profile_event_id,customer_id,full_name,email,gender,birth_date,city_id,loyalty_tier,marketing_opt_in,effective_at,operation
868,637,Stephanie Arnold,sstafford@example.net,Male,1965-03-09,22,Regular,False,2021-07-12 00:00:00,insert
869,637,Stephanie Arnold,sstafford@example.net,Male,1965-03-09,26,Silver,False,2024-08-15 00:00:00,update
870,638,Victoria Manullang,plong@example.org,Male,1983-04-16,1,New,True,2020-10-07 00:00:00,insert
871,639,Dina Santoso,firmansyahhana@example.net,Male,1980-09-09,11,New,False,2020-09-07 00:00:00,insert
872,639,Dina Santoso,firmansyahhana@example.net,Male,1980-09-09,11,Regular,True,2023-05-10 00:00:00,update
873,640,Marsudi Samosir,bruce92@example.org,Male,1994-11-12,6,New,True,2021-08-19 00:00:00,insert
874,641,Corey Ortiz,dcaldwell@example.org,Female,1982-10-30,16,New,True,2021-01-14 00:00:00,insert
875,642,Kayla Permadi,budiyantosyahrini@example.net,Female,1990-10-06,16,Platinum,True,2021-09-13 00:00:00,insert
876,643,Gary Wells,galih25@example.com,Female,2002-02-06,2,New,True,2021-08-31 00:00:00,insert
877,643,Gary Wells,galih25@example.com,Female,2002-02-06,2,New,True,2025-08-20 00:00:00,update
878,644,April Smith,mark12@example.org,Female,1998-04-08,3,New,True,2021-05-02 00:00:00,insert
879,644,April Smith,mark12@example.org,Female,1998-04-08,23,New,True,2025-10-04 00:00:00,update
880,645,Ade Prasetya,usyi71@example.org,Female,1983-07-10,16,New,True,2020-10-10 00:00:00,insert
881,646,"Edward Haryanto, S.I.Kom",novitasarisalsabila@example.org,Male,2002-08-02,16,Regular,True,2021-01-29 00:00:00,insert
882,646,"Edward Haryanto, S.I.Kom",novitasarisalsabila@example.org,Male,2002-08-02,7,Regular,True,2022-04-17 00:00:00,update
883,647,Ann Smith,amahendra@example.net,Female,2001-05-06,1,New,False,2021-01-27 00:00:00,insert
884,647,Ann Smith,amahendra@example.net,Female,2001-05-06,26,Regular,True,2024-08-04 00:00:00,update
885,648,Jarwi Uwais,snainggolan@example.net,Male,1965-08-15,6,New,True,2020-09-17 00:00:00,insert
886,649,"R. Nasab Hidayanto, S.T.",fathonah71@example.org,Male,1990-06-05,26,New,False,2021-07-28 00:00:00,insert
887,649,"R. Nasab Hidayanto, S.T.",fathonah71@example.org,Male,1990-06-05,15,New,False,2023-02-05 00:00:00,update
888,650,Tamara Thompson,febi56@example.com,Female,1978-08-10,1,New,True,2021-05-05 00:00:00,insert
889,651,Melissa Cortez,sharonvazquez@example.com,Male,1968-12-17,17,New,False,2021-01-16 00:00:00,insert
890,652,Sharon Schmidt,rebeccamathews@example.org,Male,1957-03-09,6,Silver,True,2021-12-28 00:00:00,insert
891,652,Sharon Schmidt,rebeccamathews@example.org,Male,1957-03-09,6,Silver,True,2024-10-03 00:00:00,update
892,653,Katie Reyes,erinmiller@example.com,Male,2001-05-05,24,Regular,True,2021-06-29 00:00:00,insert
893,653,Katie Reyes,erinmiller@example.com,Male,2001-05-05,24,Regular,True,2024-08-27 00:00:00,update
894,654,Drs. Wisnu Winarsih,karman92@example.com,Male,1979-02-09,16,New,False,2020-09-30 00:00:00,insert
895,655,"drg. Kurnia Damanik, M.Farm",phillipcrane@example.com,Female,2002-11-24,1,Platinum,True,2021-05-28 00:00:00,insert
896,656,Eric Jordan,krajata@example.com,Male,2001-08-12,30,New,False,2021-02-28 00:00:00,insert
897,657,Angela Campos,cmaryadi@example.org,Female,1963-06-21,2,Regular,False,2021-02-05 00:00:00,insert
898,658,Daisy Cunningham,kamidin45@example.org,Male,1973-03-15,11,Regular,True,2020-10-15 00:00:00,insert
899,658,Daisy Cunningham,kamidin45@example.org,Male,1973-03-15,11,Regular,True,2024-08-18 00:00:00,update
900,659,Soleh Pratiwi,siregardasa@example.net,Female,1967-07-18,25,New,True,2021-10-19 00:00:00,insert
901,659,Soleh Pratiwi,siregardasa@example.net,Female,1967-07-18,21,New,False,2025-08-03 00:00:00,update
902,660,"Tgk. Karma Budiman, M.TI.",nanggraini@example.net,Male,1986-07-08,19,Gold,True,2021-01-19 00:00:00,insert
903,661,Talia Mahendra,yessi76@example.org,Female,1973-06-17,13,Gold,True,2021-10-27 00:00:00,insert
904,661,Talia Mahendra,yessi76@example.org,Female,1973-06-17,33,Silver,True,2025-03-09 00:00:00,update
905,662,"Farhunnisa Kuswoyo, S.Pd",iswahyudimursita@example.net,Female,1977-02-24,24,Regular,False,2021-06-10 00:00:00,insert
906,663,Vinsen Mahendra,sara55@example.net,Female,1955-07-21,22,New,True,2021-06-27 00:00:00,insert
907,664,drg. Suci Saefullah,dave47@example.org,Female,1970-03-10,16,New,True,2021-03-12 00:00:00,insert
908,665,Ifa Sitorus,puti86@example.net,Female,1991-01-09,1,New,True,2021-07-29 00:00:00,insert
909,666,"dr. Gilda Habibi, M.Pd",gmiller@example.net,Female,1982-02-26,3,Gold,False,2021-03-11 00:00:00,insert
910,667,Najib Hakim,ewilliams@example.net,Male,1968-01-26,9,Regular,False,2021-11-18 00:00:00,insert
911,668,Halima Purnawati,charlesking@example.org,Male,1973-04-28,16,Regular,True,2020-10-20 00:00:00,insert
912,669,"Tgk. Hana Prabowo, S.Psi",qknapp@example.org,Male,1988-02-16,27,New,False,2021-03-15 00:00:00,insert
913,669,"Tgk. Hana Prabowo, S.Psi",qknapp@example.org,Male,1988-02-16,21,New,True,2023-07-28 00:00:00,update
914,670,Cameron Peck,zachary06@example.net,Female,1985-08-08,30,Silver,True,2021-03-06 00:00:00,insert
915,670,Cameron Peck,zachary06@example.net,Female,1985-08-08,14,Silver,True,2025-01-14 00:00:00,update
916,671,"Bakiadi Situmorang, S.Kom",bakiadihassanah@example.org,Female,1976-06-06,27,Silver,False,2021-11-30 00:00:00,insert
917,672,Usyi Suwarno,joneswhitney@example.org,Female,1969-02-03,16,New,True,2020-08-29 00:00:00,insert
918,672,Usyi Suwarno,joneswhitney@example.org,Female,1969-02-03,27,Silver,True,2022-11-18 00:00:00,update
919,673,Lili Wibisono,philliplevy@example.net,Male,1998-07-19,16,New,True,2021-10-08 00:00:00,insert
920,674,Michael Harvey,ramirezkathy@example.net,Male,1999-11-27,11,New,False,2021-08-06 00:00:00,insert
921,674,Michael Harvey,ramirezkathy@example.net,Male,1999-11-27,1,New,True,2024-03-01 00:00:00,update
922,675,Joseph Ramirez,dblair@example.com,Male,1996-04-30,6,New,False,2020-11-14 00:00:00,insert
923,676,Christopher Ramirez,harjadamanik@example.net,Female,1972-03-12,15,Gold,False,2021-03-20 00:00:00,insert
924,677,John Oliver,davisjames@example.com,Female,1983-09-28,7,Regular,True,2021-02-20 00:00:00,insert
925,678,Nasim Anggriawan,jennifer22@example.net,Male,1998-12-15,9,Regular,True,2021-08-15 00:00:00,insert
926,679,Christopher Baxter,namagagalang@example.com,Male,2000-09-30,1,New,True,2020-08-23 00:00:00,insert
927,679,Christopher Baxter,namagagalang@example.com,Male,2000-09-30,11,New,True,2025-07-04 00:00:00,update
928,680,R. Asmuni Lazuardi,robinsonangela@example.com,Female,1967-08-17,29,Silver,True,2021-11-21 00:00:00,insert
929,681,Hj. Paramita Nurdiyanti,zachary67@example.org,Female,1974-10-14,22,New,False,2021-05-15 00:00:00,insert
930,682,"Tgk. Jagapati Tampubolon, S.E.",oktavianihasta@example.org,Male,1977-03-11,21,Regular,True,2021-04-20 00:00:00,insert
931,683,Ashley Herring,icha71@example.net,Male,1988-12-24,25,New,True,2020-11-14 00:00:00,insert
932,684,Harold Brown,whitealejandro@example.org,Male,1956-08-02,8,New,True,2021-06-14 00:00:00,insert
933,685,Leslie Cummings,salasjulie@example.org,Male,1980-05-21,14,Regular,False,2021-03-09 00:00:00,insert
934,686,"Bakda Siregar, S.Pt",reyessean@example.net,Female,1970-06-24,1,Gold,True,2021-07-04 00:00:00,insert
935,686,"Bakda Siregar, S.Pt",reyessean@example.net,Female,1970-06-24,34,Silver,True,2022-06-20 00:00:00,update
936,687,Gary Johnson,lauragonzalez@example.net,Male,1960-06-07,3,Regular,False,2020-11-27 00:00:00,insert
937,688,Darren Perez,bethmitchell@example.org,Female,2001-09-25,26,Silver,True,2021-11-18 00:00:00,insert
938,689,Emas Hariyah,floresrobin@example.org,Female,1981-06-15,1,New,True,2020-09-05 00:00:00,insert
939,690,Stephanie Brown,ysantoso@example.net,Female,1998-12-31,15,Regular,True,2020-12-02 00:00:00,insert
940,690,Stephanie Brown,ysantoso@example.net,Female,1998-12-31,25,Regular,False,2023-11-05 00:00:00,update
941,691,Taufik Puspita,michaeldickerson@example.net,Male,1967-09-18,1,Regular,True,2020-10-13 00:00:00,insert
942,691,Taufik Puspita,michaeldickerson@example.net,Male,1967-09-18,29,Regular,True,2024-05-06 00:00:00,update
943,692,dr. Ifa Pratama,jonesnatalie@example.org,Male,1978-07-13,28,Gold,True,2021-05-31 00:00:00,insert
944,693,Scott Obrien,tugiman84@example.net,Female,2004-04-14,25,New,True,2020-12-21 00:00:00,insert
945,693,Scott Obrien,tugiman84@example.net,Female,2004-04-14,25,New,False,2023-09-08 00:00:00,update
946,694,R.M. Lanang Hardiansyah,bagiya34@example.org,Female,1962-01-07,23,Regular,True,2021-03-16 00:00:00,insert
947,695,Andrea Perkins,hutagalunglanjar@example.com,Male,1967-05-07,11,New,True,2021-03-01 00:00:00,insert
948,696,Chloe Stevens,pratamabakiman@example.net,Female,2001-08-25,18,New,True,2021-09-21 00:00:00,insert
949,697,Ira Putra,balijantamba@example.org,Male,1965-11-28,19,New,True,2020-11-02 00:00:00,insert
950,698,Puput Nurdiyanti,jmelton@example.net,Male,1971-10-18,16,New,True,2021-11-27 00:00:00,insert
951,699,Benjamin Mcpherson,andrianidina@example.net,Male,1991-07-02,6,Regular,True,2021-10-24 00:00:00,insert
952,699,Benjamin Mcpherson,andrianidina@example.net,Male,1991-07-02,3,Regular,False,2024-05-24 00:00:00,update
953,700,Asmadi Prayoga,sfirgantoro@example.net,Female,1969-04-10,11,Silver,True,2021-03-28 00:00:00,insert
954,700,Asmadi Prayoga,sfirgantoro@example.net,Female,1969-04-10,26,Silver,True,2024-10-22 00:00:00,update
955,701,Eric Marshall,aaronbrock@example.net,Male,2004-12-27,18,Silver,False,2021-05-22 00:00:00,insert
956,702,"Tgk. Kamila Nurdiyanti, M.Kom.",bagas41@example.com,Male,1970-05-01,11,Silver,False,2021-12-07 00:00:00,insert
957,703,Prayogo Januar,vlane@example.com,Female,1987-09-24,23,New,True,2021-07-09 00:00:00,insert
958,704,Hafshah Saputra,cmansur@example.org,Female,1972-05-09,1,New,True,2021-07-21 00:00:00,insert
959,704,Hafshah Saputra,cmansur@example.org,Female,1972-05-09,1,New,True,2024-04-28 00:00:00,update
960,705,Galih Sirait,riverachristopher@example.org,Male,1985-08-10,9,Regular,True,2020-08-21 00:00:00,insert
961,706,"Hartaka Astuti, S.E.",zking@example.com,Male,1988-05-26,3,Silver,True,2021-08-24 00:00:00,insert
962,707,Wyatt Sanchez,among66@example.net,Female,1969-06-20,24,Gold,True,2021-10-16 00:00:00,insert
963,708,Kezia Halim,leah79@example.com,Female,1974-02-14,15,New,True,2020-10-03 00:00:00,insert
964,709,Faizah Wibisono,maheswarahasta@example.org,Female,2005-09-10,16,New,False,2020-12-29 00:00:00,insert
965,710,Jonathan Flores,amber14@example.net,Female,2008-01-26,27,Regular,False,2021-12-21 00:00:00,insert
966,711,Deborah Sanchez,stephanie75@example.org,Male,1990-10-09,5,Silver,True,2020-11-25 00:00:00,insert
967,712,Justin Gordon,rafid12@example.org,Male,1962-12-20,23,Regular,False,2021-02-17 00:00:00,insert
968,713,"Hesti Yolanda, M.TI.",harirajata@example.net,Male,1993-03-30,23,Regular,True,2020-09-14 00:00:00,insert
969,714,Cornelia Widiastuti,dgreen@example.org,Male,1981-08-26,1,Regular,True,2021-03-23 00:00:00,insert
970,715,Narji Gunawan,frank68@example.com,Male,1979-11-14,3,Silver,True,2021-10-31 00:00:00,insert
971,716,Jonathan Stevens,shakilamaheswara@example.com,Female,1981-06-01,7,New,True,2021-04-21 00:00:00,insert
972,717,Chad Vasquez,damartampubolon@example.net,Female,1957-09-11,25,Silver,True,2020-11-09 00:00:00,insert
973,718,Victoria Douglas,nkusmawati@example.net,Male,1979-01-13,6,New,True,2020-11-01 00:00:00,insert
974,719,Amanda Guerra,william99@example.net,Male,2001-11-19,6,Regular,False,2021-07-17 00:00:00,insert
975,719,Amanda Guerra,william99@example.net,Male,2001-11-19,4,Regular,True,2023-10-26 00:00:00,update
976,720,John Case,martana04@example.com,Male,1966-09-07,11,Silver,True,2021-12-21 00:00:00,insert
977,721,"H. Cemeti Halim, S.Sos",uandrews@example.org,Female,1991-04-27,31,New,True,2021-03-04 00:00:00,insert
978,722,"T. Dwi Pradana, S.T.",lazuardiclara@example.net,Male,1956-09-12,31,New,False,2020-11-18 00:00:00,insert
979,723,Joshua Merritt,jpertiwi@example.com,Female,1995-09-13,26,New,True,2021-01-29 00:00:00,insert
980,723,Joshua Merritt,jpertiwi@example.com,Female,1995-09-13,25,New,True,2025-03-08 00:00:00,update
981,724,Purwadi Setiawan,kasiran21@example.com,Female,1984-01-08,6,Regular,True,2021-02-20 00:00:00,insert
982,725,Kawaca Siregar,danielmontgomery@example.com,Male,1990-08-06,16,New,True,2020-12-02 00:00:00,insert
983,726,Caleb Osborne,cemanirahmawati@example.com,Female,1991-11-22,3,Silver,True,2021-07-16 00:00:00,insert
984,727,"Ir. Intan Hassanah, S.T.",zsitorus@example.net,Female,1996-05-28,1,Gold,False,2020-12-31 00:00:00,insert
985,727,"Ir. Intan Hassanah, S.T.",zsitorus@example.net,Female,1996-05-28,8,Gold,True,2022-02-24 00:00:00,update
986,728,Harjaya Prasasta,vrajasa@example.com,Female,1965-01-04,11,Regular,False,2021-05-27 00:00:00,insert
987,729,Kartika Dongoran,fsimanjuntak@example.com,Female,2000-11-11,1,Regular,True,2020-12-13 00:00:00,insert
988,729,Kartika Dongoran,fsimanjuntak@example.com,Female,2000-11-11,9,Silver,True,2022-09-23 00:00:00,update
989,730,Nichole Hayes DDS,spope@example.net,Female,1957-03-24,22,New,False,2021-01-07 00:00:00,insert
990,731,Mark Estrada,sitoruskuncara@example.net,Female,1978-08-06,11,Gold,True,2021-11-13 00:00:00,insert
991,732,Mark Montgomery,dariminmegantara@example.com,Female,2006-11-29,16,Regular,True,2021-11-24 00:00:00,insert
992,733,Jose Turner,qmoore@example.com,Male,1955-05-29,32,Gold,True,2021-01-18 00:00:00,insert
993,733,Jose Turner,qmoore@example.com,Male,1955-05-29,34,Regular,True,2023-08-09 00:00:00,update
994,734,Dr. David Powell,antoniosharp@example.net,Female,1958-08-06,16,New,True,2021-07-06 00:00:00,insert
995,735,Karen White,wadriansyah@example.org,Male,2002-10-16,21,New,True,2020-10-11 00:00:00,insert
996,735,Karen White,wadriansyah@example.org,Male,2002-10-16,1,New,False,2025-08-07 00:00:00,update
997,736,Keith Gill,johan82@example.org,Female,2000-01-08,23,New,True,2021-12-17 00:00:00,insert
998,737,Angela Collins,ardiantohana@example.org,Male,1994-10-16,21,New,True,2021-01-27 00:00:00,insert
999,738,Uchita Oktaviani,wrightricky@example.org,Male,2006-01-27,27,Regular,True,2020-11-14 00:00:00,insert
1000,738,Uchita Oktaviani,wrightricky@example.org,Male,2006-01-27,34,Regular,False,2022-03-03 00:00:00,update
1001,739,Rebecca Sharp,kevinhart@example.net,Male,2005-11-02,1,New,False,2020-11-29 00:00:00,insert
1002,740,Jagaraga Purwanti,habibiluthfi@example.org,Male,1977-02-22,32,New,True,2021-07-14 00:00:00,insert
1003,741,Sarah Anderson,tampubolonjarwi@example.net,Male,1981-01-14,16,New,False,2020-10-28 00:00:00,insert
1004,742,Mala Nasyiah,budiyantoparis@example.org,Male,2006-08-23,7,New,True,2021-02-26 00:00:00,insert
1005,743,Sean Hayes,ureed@example.com,Female,1971-11-30,7,New,True,2020-10-12 00:00:00,insert
1006,744,Legawa Fujiati,elisa94@example.com,Female,1995-02-22,13,Silver,True,2021-11-17 00:00:00,insert
1007,745,Destiny Flowers,ehess@example.net,Male,1990-01-31,6,New,True,2021-07-02 00:00:00,insert
1008,746,Nicole Dodson,restu86@example.com,Female,2004-01-23,6,Regular,True,2021-04-04 00:00:00,insert
1009,746,Nicole Dodson,restu86@example.com,Female,2004-01-23,20,Regular,True,2022-02-15 00:00:00,update
1010,747,Kimberly Ray DDS,vivipradipta@example.org,Female,2002-07-15,30,Regular,True,2021-10-16 00:00:00,insert
1011,748,Christopher Patton,nyoman51@example.org,Female,2006-10-13,16,Regular,True,2021-11-04 00:00:00,insert
1012,748,Christopher Patton,nyoman51@example.org,Female,2006-10-13,16,Regular,True,2025-06-27 00:00:00,update
1013,749,Nicholas Mendoza,lindsey00@example.net,Male,1993-05-13,19,New,True,2021-04-15 00:00:00,insert
1014,750,Calista Tarihoran,mwacana@example.net,Male,1961-10-29,1,Regular,True,2021-09-06 00:00:00,insert
1015,751,Ir. Raden Wahyuni,baktikuswandari@example.com,Female,1974-10-26,33,Regular,True,2021-12-17 00:00:00,insert
1016,751,Ir. Raden Wahyuni,baktikuswandari@example.com,Female,1974-10-26,33,Silver,True,2025-07-08 00:00:00,update
1017,752,Thomas Newman,janet33@example.com,Female,1996-01-09,16,Silver,False,2020-12-20 00:00:00,insert
1018,753,David Bullock,mhasanah@example.com,Female,1958-07-13,15,Regular,True,2021-11-13 00:00:00,insert
1020,753,David Bullock,mhasanah@example.com,Female,1958-07-13,7,Gold,True,2023-06-08 00:00:01,update
1019,753,David Bullock,mhasanah@example.com,Female,1958-07-13,15,Gold,True,2024-12-01 00:00:00,update
1021,754,Karimah Maryati,ggonzalez@example.org,Female,1986-04-01,33,New,False,2021-08-03 00:00:00,insert
1022,754,Karimah Maryati,ggonzalez@example.org,Female,1986-04-01,6,New,True,2024-11-20 00:00:00,update
1023,755,Gabriella Purwanti,nfrey@example.net,Female,2004-10-16,25,Silver,True,2021-06-12 00:00:00,insert
1024,756,Randy Griffin,prasastaanggabaya@example.net,Male,1974-10-28,31,New,False,2020-09-07 00:00:00,insert
1025,757,Dodo Yulianti,paul10@example.org,Female,2003-12-03,26,Regular,True,2020-09-09 00:00:00,insert
1026,758,Stephen Hernandez,yuliantihairyanto@example.org,Female,1992-04-05,26,Silver,True,2020-08-24 00:00:00,insert
1027,759,Luluh Nuraini,cici75@example.net,Female,1981-02-24,34,New,True,2021-03-27 00:00:00,insert
1028,760,"Tgk. Puspa Astuti, S.E.I",hardanamardhiyah@example.com,Male,1965-01-24,29,New,True,2021-07-11 00:00:00,insert
1029,761,Tiffany Zhang,irnantosiregar@example.com,Female,1996-11-21,8,New,True,2021-07-06 00:00:00,insert
1030,762,Jasmine Peterson,tirta99@example.net,Female,1956-12-25,11,Gold,False,2021-05-03 00:00:00,insert
1031,763,Ifa Astuti,hwilson@example.org,Male,1991-05-15,4,Regular,False,2020-11-30 00:00:00,insert
1032,764,Sutan Gamblang Padmasari,snavarro@example.com,Male,1995-03-09,13,New,True,2021-05-26 00:00:00,insert
1033,765,Jesus Murray,mustikawijayanti@example.org,Female,1984-12-16,19,New,False,2021-03-29 00:00:00,insert
1034,766,Caitlin Mcclure,hendra44@example.com,Female,2002-08-09,7,Gold,False,2021-08-22 00:00:00,insert
1035,766,Caitlin Mcclure,hendra44@example.com,Female,2002-08-09,7,Regular,False,2024-05-09 00:00:00,update
1036,767,Sarah Yulianti,jailanifaizah@example.org,Female,2003-09-17,16,New,False,2021-06-18 00:00:00,insert
1037,767,Sarah Yulianti,jailanifaizah@example.org,Female,2003-09-17,16,New,True,2024-02-15 00:00:00,update
1038,768,Bryan Cole,oglover@example.net,Female,1985-01-15,11,New,True,2020-10-03 00:00:00,insert
1039,769,Ilyas Mayasari,clawson@example.org,Female,1995-12-27,11,Regular,True,2021-02-22 00:00:00,insert
1040,769,Ilyas Mayasari,clawson@example.org,Female,1995-12-27,28,Regular,False,2022-08-09 00:00:00,update
1041,770,Melissa Villa,steven34@example.org,Male,1957-03-08,16,New,True,2021-12-24 00:00:00,insert
1042,770,Melissa Villa,steven34@example.org,Male,1957-03-08,30,Silver,False,2024-01-28 00:00:00,update
1043,771,Joseph Diaz,kamidin93@example.com,Male,1982-08-05,22,New,True,2021-04-19 00:00:00,insert
1044,772,"H. Daru Laksmiwati, S.E.",aphillips@example.net,Female,1979-06-05,11,Regular,True,2021-09-01 00:00:00,insert
1045,772,"H. Daru Laksmiwati, S.E.",aphillips@example.net,Female,1979-06-05,5,Regular,True,2023-09-21 00:00:00,update
1046,773,"Dr. Maria Prastuti, M.TI.",serranochelsea@example.com,Female,1996-06-01,1,Silver,True,2021-06-19 00:00:00,insert
1047,774,Ir. Shakila Pudjiastuti,asmadi78@example.com,Female,2000-09-13,16,Regular,True,2021-07-27 00:00:00,insert
1048,775,Lisa Roberts,teresarichards@example.com,Female,2003-06-15,6,New,True,2021-07-11 00:00:00,insert
1049,775,Lisa Roberts,teresarichards@example.com,Female,2003-06-15,6,New,False,2022-05-31 00:00:00,update
1050,776,Karen Alvarez,joshuamcclain@example.com,Male,1997-03-17,11,Regular,True,2021-05-16 00:00:00,insert
1051,776,Karen Alvarez,joshuamcclain@example.com,Male,1997-03-17,2,Regular,True,2023-08-20 00:00:00,update
1052,777,Shelley Norris,juliajohnson@example.org,Male,1969-12-24,1,Silver,False,2021-08-15 00:00:00,insert
1053,777,Shelley Norris,juliajohnson@example.org,Male,1969-12-24,9,Regular,True,2023-11-04 00:00:00,update
1054,778,Patrick Nixon,lauraramirez@example.org,Male,1960-08-06,18,New,False,2021-04-14 00:00:00,insert
1055,778,Patrick Nixon,lauraramirez@example.org,Male,1960-08-06,18,New,True,2022-03-01 00:00:00,update
1056,779,Karsa Damanik,christopher50@example.org,Female,1990-01-22,6,New,False,2021-02-24 00:00:00,insert
1057,780,Kasim Santoso,xsanders@example.com,Female,2005-02-28,3,Regular,True,2021-03-25 00:00:00,insert
1058,781,Hj. Restu Mardhiyah,tabithabranch@example.com,Male,1995-08-17,31,Platinum,False,2021-01-26 00:00:00,insert
1059,781,Hj. Restu Mardhiyah,tabithabranch@example.com,Male,1995-08-17,31,Platinum,True,2024-08-27 00:00:00,update
1060,782,Joseph Cook,firmansyahraden@example.com,Female,1963-12-05,11,Regular,True,2021-09-10 00:00:00,insert
1061,783,drg. Jarwi Wacana,samosirbalangga@example.org,Male,2006-11-29,27,New,True,2021-08-13 00:00:00,insert
1062,784,Larry Soto,wmckay@example.net,Male,2003-07-06,6,Regular,False,2021-03-14 00:00:00,insert
1063,785,Hamima Budiman,rwhite@example.org,Female,1975-06-29,4,New,False,2021-02-17 00:00:00,insert
1064,786,Hani Manullang,gnainggolan@example.org,Female,1984-04-26,31,New,True,2021-02-25 00:00:00,insert
1065,786,Hani Manullang,gnainggolan@example.org,Female,1984-04-26,27,New,True,2025-02-17 00:00:00,update
1066,787,Vanessa Ramirez,dsanchez@example.org,Male,2000-08-07,16,New,True,2021-06-25 00:00:00,insert
1067,787,Vanessa Ramirez,dsanchez@example.org,Male,2000-08-07,17,Regular,True,2025-11-30 00:00:00,update
1068,788,Drs. Dian Samosir,andrew53@example.net,Female,1965-05-16,32,New,True,2021-05-29 00:00:00,insert
1070,788,Drs. Dian Samosir,andrew53@example.net,Female,1965-05-16,23,Silver,True,2023-04-12 00:00:01,update
1069,788,Drs. Dian Samosir,andrew53@example.net,Female,1965-05-16,23,New,True,2023-07-19 00:00:00,update
1071,789,"Dr. Nabila Melani, S.T.",darrellpeters@example.com,Male,2008-02-01,4,Regular,False,2020-10-10 00:00:00,insert
1072,790,Kenari Lestari,paiman81@example.com,Female,2005-08-15,12,Gold,True,2021-12-10 00:00:00,insert
1073,790,Kenari Lestari,paiman81@example.com,Female,2005-08-15,12,Gold,False,2023-10-19 00:00:00,update
1074,791,"R.A. Zalindra Haryanto, S.IP",oliva17@example.net,Male,1978-05-31,16,Silver,False,2020-11-17 00:00:00,insert
1075,792,Lidya Wacana,ymanning@example.net,Male,1981-11-19,3,New,True,2021-12-08 00:00:00,insert
1076,793,Zaenab Sihombing,castanedajerome@example.org,Male,1981-05-14,14,New,True,2021-06-28 00:00:00,insert
1077,793,Zaenab Sihombing,castanedajerome@example.org,Male,1981-05-14,15,Gold,True,2025-10-09 00:00:00,update
1078,794,Ghani Dabukke,thomaschristian@example.org,Female,1986-02-15,2,New,True,2021-12-13 00:00:00,insert
1079,795,Dimas Nuraini,dinda19@example.org,Male,1956-06-12,19,Gold,True,2021-05-03 00:00:00,insert
1080,796,Humaira Sitompul,wijayalega@example.net,Female,1969-03-17,11,Silver,True,2021-06-08 00:00:00,insert
1081,797,Emong Hassanah,nwilliams@example.org,Female,1968-07-04,6,New,True,2020-10-09 00:00:00,insert
1082,798,Debra Walters MD,yolandaraihan@example.com,Male,1993-10-20,4,New,True,2021-02-11 00:00:00,insert
1083,799,Rebecca Simmons,putripurnawati@example.org,Male,1993-04-16,33,New,False,2021-07-08 00:00:00,insert
1084,800,Sabrina Hidayat,xlamb@example.com,Female,1966-04-13,1,Silver,True,2020-10-01 00:00:00,insert
1085,801,"Keisha Lailasari, S.Gz",sihombingwardi@example.net,Female,2004-01-06,8,New,False,2021-03-19 00:00:00,insert
1086,802,Daniel Baker,koko50@example.net,Male,1998-06-20,1,Regular,False,2021-04-10 00:00:00,insert
1087,802,Daniel Baker,koko50@example.net,Male,1998-06-20,29,Gold,True,2024-06-18 00:00:00,update
1088,803,Brittany Sims,narpatihani@example.net,Male,1955-10-22,17,Silver,False,2020-09-19 00:00:00,insert
1089,804,Jenna Webb,violet82@example.org,Male,2003-08-18,19,New,True,2020-09-18 00:00:00,insert
1090,805,"Cut Paris Suryono, S.T.",brandy26@example.com,Male,1984-09-22,11,New,True,2021-10-06 00:00:00,insert
1091,806,Sutan Kadir Adriansyah,mmiller@example.net,Female,1959-03-03,15,New,True,2021-01-15 00:00:00,insert
1092,807,Dustin Costa,johnsonspencer@example.com,Female,1976-12-26,16,New,True,2021-02-14 00:00:00,insert
1093,807,Dustin Costa,johnsonspencer@example.com,Female,1976-12-26,16,New,True,2024-03-22 00:00:00,update
1094,808,Christopher Brown,dmaryati@example.org,Female,2006-08-08,6,Regular,True,2021-04-19 00:00:00,insert
1095,809,Christine Cain,amber79@example.net,Female,2007-04-01,11,Silver,True,2021-10-21 00:00:00,insert
1096,809,Christine Cain,amber79@example.net,Female,2007-04-01,11,Silver,True,2022-12-23 00:00:00,update
1097,810,Dr. Radika Santoso,emin54@example.net,Male,1985-12-09,9,New,True,2021-09-01 00:00:00,insert
1098,811,Joshua Harris,pwu@example.net,Male,1966-03-07,11,Silver,True,2021-04-25 00:00:00,insert
1099,811,Joshua Harris,pwu@example.net,Male,1966-03-07,16,Silver,True,2022-12-16 00:00:00,update
1100,812,dr. Bahuraksa Utami,gmarpaung@example.org,Male,1969-02-25,16,New,True,2021-01-19 00:00:00,insert
1101,813,Jamalia Puspita,zulaikagaduh@example.net,Female,1972-12-24,29,Regular,True,2021-09-17 00:00:00,insert
1102,814,Christina Greene,mustikapradana@example.com,Male,1982-10-04,16,Regular,True,2021-07-05 00:00:00,insert
1103,814,Christina Greene,mustikapradana@example.com,Male,1982-10-04,16,Regular,False,2024-01-31 00:00:00,update
1104,815,John Weaver,colemanshelby@example.com,Female,1994-01-24,24,Silver,False,2020-10-26 00:00:00,insert
1105,816,Budi Mangunsong,lalita35@example.net,Female,1980-06-23,6,New,False,2021-11-07 00:00:00,insert
1106,817,Ashley Cook,zulaikhafirmansyah@example.com,Female,1971-10-02,1,Silver,True,2021-06-16 00:00:00,insert
1107,818,Wanda Rodriguez,jpratiwi@example.org,Female,1964-02-26,5,New,False,2021-06-12 00:00:00,insert
